accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_041447165.1	0	90.03	0.71	Specific	99.6	0	188	p__Euryarchaeota (UID3)	125	0	1598013	89.08470392398762	1	558053	31.10987600156761	1793813	RS_GCF_000016525.1	f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella smithii	not type material	none	f	1	1	1793813	1793813	1793813	2	2977	CP144200.1	none	0	none	none	2978	5428	0	99.597	LP130651.330016.332998	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter smithii	1793813	1793813	f	f	t	1793813	1793813	Complete Genome	GRAZ-2	na	PRJNA1067514	SAMN39527019	none	none	none	2024-08-24	GCA_041447165.1	none	full	na	none	none	1	none	Methanobrevibacter smithii	none	na	none	1	1	1793813	1793813	1793813	2024/08/24	0	2173	none	GRAZ-2	Medical University of Graz	2173	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii	0	1793813	none	none	na	1793813	0	na	1854	1	1793813	2	none	none	none	none	none	none	1476	CP144200.1-#2	1477	2710	0	99.797	CP017803.454724.456208	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter smithii	0	18	34	0
RS_GCF_038446525.1	0	99.99	0.06	Specific	99.67	0	228	p__Euryarchaeota (UID49)	153	0	2622927	85.88963905700179	1	1225337	40.12454508005347	3053834	RS_GCF_038446525.1	t	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus sp038446525	not type material	none	f	1	1	3053834	3053834	3053834	3	2913	NZ_CP151792.1	3053834	3	117	NZ_CP151792.1	2910	5027	0	97.869	FOUJ01000018.349.3256	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae;Methanolobus;Methanolobus profundi	3053834	3053834	t	f	f	3053834	3053834	Complete Genome	ASM3844652v1	na	PRJNA224116	SAMN40697890	none	none	none	2024-04-26	GCA_038446525.1	none	full	na	none	none	1	0	Methanolobus sp. ZRKC5	none	na	9	1	1	3053834	3053834	3053834	2024/04/26	0	3136295	3	ZRKC5	Institute of oceanology	3136295	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;x__unclassified Methanolobus;s__Methanolobus sp. ZRKC5	0	3053834	11	53	na	3053834	0	na	2951	1	3053834	3	none	none	none	none	none	none	1475	NZ_CP151792.1	1445	2527	0	98.27	AY570664.1.1443	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae;Methanolobus;uncultured archaeon	0	19	53	0
GB_GCA_036799545.1	0	77.96	0.19	Specific	76.65	0	308	p__Euryarchaeota (UID5)	210	0	1219894	89.35145714126668	6	447170	32.76268320345584	1365276	RS_GCF_002945325.1	f	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus maripaludis	not type material	none	f	2	1	672116	693160	none	0	none	none	693160	1	106	DAIQXA010000001.1	none	none	none	none	none	none	227479	682638	f	f	t	341854	693160	Scaffold	ASM3679954v1	na	PRJNA843551	SAMN28749400	6	341854	none	2024-02-22	GCA_036799545.1	derived from metagenome	full	CTOTU39236	none	none	0	none	Methanococcus maripaludis	none	na	none	2	1	693160	672116	672116	2024/02/22	4	39152	none	CTOTU39236	Helmholtz Centre for Environmental Research - UFZ	39152	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus maripaludis	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__Methanococcus maripaludis	400	1365276	none	none	na	1364876	0	DAIQXA000000000.1	1438	2	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	400	14	25	0
RS_GCF_900100875.1	0	99.82	2.01	Specific	99.38	0.22	417	f__Halobacteriaceae (UID96)	263	33.33	3351419	86.56080930824322	9	2544329	65.71520224311945	3871751	RS_GCF_900100875.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halopelagius;s__Halopelagius longus	type strain of species	LPSN	f	2	2	1130475	1130475	1270	2	1244	NZ_FNKQ01000008.1	1130475	2	115	NZ_FNKQ01000001.1	1244	2137	0	97.669	FOOQ01000014.1688.4658	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halopelagius;Halopelagius inordinatus	430194	430194	f	f	t	978394	978394	Contig	IMG-taxon 2671180169 annotated assembly	na	PRJNA224116	SAMN05216278	9	978394	none	2016-10-21	GCA_900100875.1	none	full	na	none	none	0	0	Halopelagius longus	3721	representative genome	7	none	none	none	none	none	2016/10/21	0	1236180	3	CGMCC 1.12397	DOE - JOINT GENOME INSTITUTE	1236180	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halopelagius;s__Halopelagius longus	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halopelagius;s__Halopelagius longus	0	3871751	11	49	assembly from type material	3871751	0	FNKQ00000000.1	3818	9	1295	1	1279	2324	0	99.453	4468883	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halopelagius;s__	1280	NZ_FNKQ01000009.1	1281	2342	0	99.688	JX518988.1.1472	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halopelagius;Halopelagius longus	0	19	49	0
RS_GCF_026586625.1	8	99.35	1.63	Specific	98.61	2.31	417	f__Halobacteriaceae (UID96)	263	0	3771964	84.53897021496905	24	3015467	67.5886815568855	4461805	RS_GCF_026586625.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobium;s__Halobium salinum	type strain of species	LPSN	f	6	2	764614	1634880	1970	3	1968	NZ_JAODIW010000014.1	279542	2	109	NZ_JAODIW010000004.1	1968	2756	0	91.972	ALJD01000016.2186.5103	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halogranum;Halogranum salarium B-1	185896	318700	t	f	f	330461	1103307	Scaffold	ASM2658662v1	na	PRJNA224116	SAMN30883932	24	330461	China: Guangdong	2022-12-02	GCA_026586625.1	none	full	na	Yangjiang marine solar saltern	none	0	0	Halobium salinum	none	representative genome	8	14	2	1103307	665215	279542	2022/12/02	10	1364940	1	YJ-8-S	Jiangsu University	1364940	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobium;s__Halobium salinum	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobium;s__Halobium salinum	300	4461805	11	51	assembly from type material	4461505	0	JAODIW000000000.1	4373	14	1203	1	none	none	none	none	none	none	1200	NZ_JAODIW010000012.1	1200	2206	0	99.833	KC918818.1.1473	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halobium;Halobium salinum	300	19	51	0
RS_GCF_900111485.1	0	100	3.6	Specific	99.11	1.46	417	f__Halobacteriaceae (UID96)	263	0	3333591	84.1076781010627	100	2415990	61.04067710965134	3963480	RS_GCF_900111485.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema hispanicum_A	not type material	none	f	9	9	348206	348206	none	0	none	none	276603	2	113	NZ_FOIC01000004.1	none	none	none	none	none	none	39580	43081	f	f	t	128565	128565	Scaffold	IMG-taxon 2642422550 annotated assembly	na	PRJNA224116	SAMN04488694	100	128565	none	2016-11-17	GCA_900111485.1	none	full	na	none	none	0	0	Natrinema hispanicum	3958	na	7	92	9	128565	48214	19141	2016/11/17	8	392421	3	CDM_6	DOE - JOINT GENOME INSTITUTE	392421	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema hispanicum	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema hispanicum	5480	3963480	11	50	na	3958000	0	FOIC00000000.1	4146	92	348206	1	410	730	0	98.78	152976	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloterrigena;s__	411	NZ_FOIC01000001.1	411	737	0	99.027	AB663445.1.1474	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Haloterrigena;Haloterrigena limicola	5480	19	50	0
RS_GCF_019599405.1	0	99.97	2.22	Specific	99.53	0.67	395	f__Halobacteriaceae (UID85)	250	0	3478197	86.36648852207696	13	2581590	64.10763250311277	4027253	RS_GCF_019599405.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula salinisoli	type strain of species	LPSN	f	2	2	1732736	1732736	2474	3	2342	NZ_RKLQ01000010.1	1732736	2	116	NZ_RKLQ01000001.1	2342	4314	0	99.915	CP016817.20283.23173	Bacteria;Bacillota;Bacilli;Mycoplasmatales;Mycoplasmataceae;Mesomycoplasma;Mesomycoplasma hyorhinis	309766	402725	t	f	f	746471	1343505	Scaffold	ASM1959940v1	na	PRJNA224116	SAMN10397798	13	746471	Spain: Marismas del Odiel; Huelva	2021-08-14	GCA_019599405.1	none	full	na	saline soil	none	0	0	Haloarcula salinisoli	none	representative genome	6	10	2	1343505	1343505	212318	2021/08/14	3	2487746	2	F24A	University of Sevilla, Spain	2487746	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula salinisoli	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula salinisoli	291	4027253	11	47	assembly from type material	4026962	0	RKLQ00000000.1	4132	10	1343505	2	none	none	none	none	none	none	1471	NZ_RKLQ01000002.1	1471	2634	0	98.98	MH062959.1.1471	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Incertae Sedis;Halomicroarcula sp.	291	19	46	0
RS_GCF_000303155.1	0	99.85	0.67	Specific	100	2.91	145	k__Archaea (UID2)	103	0	2355689	83.12627828819126	1	1370096	48.34720600959537	2833868	RS_GCF_000303155.1	t	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Nitrososphaera gargensis	not type material	none	f	1	1	2833868	2833868	2833868	1	2956	NC_018719.1	2833868	1	113	NC_018719.1	2840	5245	0	100	GU797787.1.2841	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrososphaera;Candidatus Nitrososphaera gargensis	2833868	2833868	t	f	f	2833868	2833868	Complete Genome	ASM30315v1	na	PRJNA224116	SAMN02603264	none	none	none	2012-10-05	GCA_000303155.1	none	full	enrichment culture Ga9.2	none	none	1	0	Candidatus Nitrososphaera gargensis Ga9.2	none	representative genome	3	1	1	2833868	2833868	2833868	2012/10/05	0	497727	1	enrichment culture Ga9.2	Georg-August-University Goettingen	1237085	d__Archaea;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Candidatus Nitrososphaera gargensis	d__Archaea;x__TACK group;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__Candidatus Nitrososphaera gargensis;x__Candidatus Nitrososphaera gargensis Ga9.2	0	2833868	11	46	na	2833868	0	na	3768	1	2833868	1	none	none	none	none	none	none	1469	NC_018719.1	1469	2595	0	98.57	JQ768092.30404.31873	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrososphaera;uncultured archaeon	0	19	45	0
RS_GCF_902784715.1	9	95.75	0.85	Specific	93.57	0	188	p__Euryarchaeota (UID3)	125	0	2250149	88.57278153651397	102	825365	32.4925615097596	2540452	RS_GCF_900314695.1	f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella sp900314695	not type material	none	f	17	16	182713	182713	none	0	none	none	none	0	none	none	none	none	none	none	none	none	24903	26741	f	f	t	48704	49413	Scaffold	Rumen uncultured genome RUG12995	na	PRJNA224116	SAMEA6151131	102	48704	none	2020-02-17	GCA_902784715.1	derived from metagenome	full	RUG12995	none	none	0	0	uncultured Methanobrevibacter sp.	none	na	0	95	16	49413	22990	11939	2020/02/17	7	253161	0	RUG12995	THE ROSLIN INSTITUTE	253161	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;x__environmental samples;s__uncultured Methanobrevibacter sp.	277	2540452	11	28	na	2540175	0	CACZVW000000000.1	2395	95	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	277	16	28	0
RS_GCF_018200015.1	0	99.99	2.15	Specific	99.13	0.4	395	f__Halobacteriaceae (UID85)	250	0	3923637	86.47842864472857	7	2750203	60.61550390467274	4537128	RS_GCF_000011085.1	f	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula marismortui	type strain of species	LPSN	f	1	1	3093724	3093724	540110	4	2914	NZ_CP073368.1	204099	5	116	NZ_CP073371.1	2914	5227	0	99.039	AF034620.2597.5518	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Haloarcula;Haloarcula marismortui	648161	648161	t	f	f	3093724	3093724	Complete Genome	ASM1820001v1	na	PRJNA224116	SAMN18811338	none	none	none	2021-04-29	GCA_018200015.1	none	full	na	none	none	7	0	Haloarcula sinaiiensis ATCC 33800	none	representative genome	13	7	1	3093724	540110	204099	2021/04/29	0	35742	4	ATCC 33800	University of Maryland	662476	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula sinaiiensis	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula sinaiiensis;x__Haloarcula sinaiiensis ATCC 33800	0	4537128	11	49	assembly from type material	4537128	0	na	4680	7	3093724	4	none	none	none	none	none	none	1472	NZ_CP073366.1	1472	2719	0	100	AB663356.1.1472	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Haloarcula;Haloarcula sinaiiensis	0	19	48	0
GB_GCA_001315865.1	0	68.75	3.45	General	91.65	2.61	228	p__Euryarchaeota (UID49)	153	0	3004932	71.14208235811627	309	1763109	41.74179172252019	4223846	RS_GCF_000970205.1	f	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	not type material	none	f	51	51	113914	113914	3273	1	2923	BBBC01000210.1	3273	1	117	BBBC01000210.1	2926	5136	0	98.565	CP009509.1353503.1356396	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei WWM610	13669	13669	f	f	t	27055	27055	Contig	ASM131586v1	na	PRJDB784	SAMD00000479	309	27055	none	2015-10-02	GCA_001315865.1	none	full	na	none	none	0	none	Methanosarcina mazei JCM 9314	0	na	none	none	none	none	none	none	2015/10/02	0	2209	none	JCM 9314	The University of Tokyo	1293038	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei;x__Methanosarcina mazei JCM 9314	0	4223846	none	none	na	4223846	0	BBBC00000000.1	5825	309	1559	1	none	none	none	none	none	none	1502	BBBC01000254.1	1497	2590	0	98.196	CP009511.40604.42073	Archaea;Halobacteriota;Methanosarcinia;Methanosarcinales;Methanosarcinaceae;Methanosarcina;Methanosarcina mazei SarPi	0	17	54	0
RS_GCF_900107195.1	0	99.34	1.83	Specific	98.92	0.38	417	f__Halobacteriaceae (UID96)	263	0	3279453	87.33614417980611	30	2407404	64.11233301500036	3754978	RS_GCF_900107195.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobellus;s__Halobellus clavatus	type strain of species	LPSN	t	5	5	709283	709283	1139	2	1137	NZ_FNPB01000029.1	49838	2	116	NZ_FNPB01000018.1	1141	1672	0	93.252	BBJO01000067.545.3359	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halobellus;Halobellus rufus	125165	125165	f	f	t	259562	259562	Contig	IMG-taxon 2617270777 annotated assembly	na	PRJNA224116	SAMN04487946	30	259562	none	2016-10-22	GCA_900107195.1	none	full	na	none	none	0	0	Halobellus clavatus	3613	representative genome	8	none	none	none	none	none	2016/10/22	0	660517	3	CGMCC 1.10118	DOE - JOINT GENOME INSTITUTE	660517	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobellus;s__Halobellus clavatus	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobellus;s__Halobellus clavatus	0	3754978	11	48	assembly from type material	3754978	0	FNPB00000000.1	3717	30	1907	1	1289	2375	0	99.922	692586	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobellus;s__clavatus	1291	NZ_FNPB01000027.1	1291	2385	0	100	AB663365.1.1474	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halobellus;Halobellus clavatus	0	19	48	0
GB_GCA_937912085.1	0	97.44	0	Specific	99.03	0	145	k__Archaea (UID2)	103	0	1023748	93.91468356079308	87	364246	33.41451981179414	1090083	RS_GCF_000812185.1	f	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	not type material	none	f	15	15	79865	79865	none	0	none	none	28649	1	113	CALDRW010000042.1	none	none	none	none	none	none	12529	12529	f	f	t	20162	20162	Contig	ERR599171_bin.43_CONCOCT_v1.1_MAG	na	PRJEB51078	SAMEA14075394	87	20162	none	2023-01-09	GCA_937912085.1	derived from metagenome	full	ERR599171_bin.43_CONCOCT_v1.1_MAG	marine metagenome	none	0	none	Candidatus Nitrosopelagicus brevis	none	na	none	none	none	none	none	none	2023/01/09	0	1410606	none	ERR599171_bin.43_CONCOCT_v1.1_MAG	European Bioinformatics Institute	1410606	d__Archaea;p__Nitrososphaerota;c__;o__;f__;g__Candidatus Nitrosopelagicus;s__Candidatus Nitrosopelagicus brevis	d__Archaea;x__TACK group;p__Nitrososphaerota;x__Nitrososphaerota incertae sedis;g__Candidatus Nitrosopelagicus;s__Candidatus Nitrosopelagicus brevis	0	1090083	none	none	na	1090083	0	CALDRW000000000.1	1390	87	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	41	0
GB_GCA_001512365.1	8	93.25	0.26	Specific	95.92	0.65	228	p__Euryarchaeota (UID49)	153	0	2096866	75.7447171275999	63	1145961	41.41612551609285	2768333	RS_GCF_000969885.1	f	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina thermophila	not type material	none	f	10	9	190706	190706	none	0	none	none	none	0	none	none	none	none	none	none	none	none	43919	58900	f	f	t	110080	138703	Scaffold	ASM151236v1	na	PRJNA283298	SAMN03777413	63	110080	Denmark: Kgs. Lyngby	2016-01-12	GCA_001512365.1	derived from metagenome	full	DTU009	pool of bioreactors CSTR01a; CSTR02a; and CSTR03a; thermophilic anaerobic digestion of cattle manure in continuous reactors for biogas production (methane)	55.788338 N 12.526485 E	0	none	Methanosarcina sp. DTU009	0	na	none	47	9	138703	58470	38377	2016/01/12	16	1671627	none	DTU009	Technical University of Denmark	1671627	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;x__unclassified Methanosarcina;s__Methanosarcina sp. DTU009	1381	2768333	none	none	na	2766952	0	LFRP00000000.1	2427	47	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	1381	20	47	0
RS_GCF_001477655.1	0	99.99	0.62	Specific	99.2	0.8	188	p__Euryarchaeota (UID3)	125	100	2252382	88.55310988080383	1	809122	31.81088704002063	2543538	RS_GCF_001477655.1	t	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella millerae_A	not type material	none	f	1	1	2543538	2543538	2543538	2	2977	NZ_CP011266.1	none	0	none	none	2977	5498	0	100	CP011266.541266.544248	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter millerae	2543538	2543538	f	f	t	2543538	2543538	Complete Genome	ASM147765v1	na	PRJNA224116	SAMN03438115	none	none	New Zealand: Palmerston North	2015-12-22	GCA_001477655.1	none	full	na	rumen fluid	14.19 S 175.8 E	1	0	Methanobrevibacter millerae	2272	na	7	1	1	2543538	2543538	2543538	2015/12/22	0	230361	2	SM9	PGgRc	230361	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter millerae	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter millerae	0	2543538	11	38	na	2543538	0	na	2316	1	2543538	2	none	none	none	none	none	none	1475	NZ_CP011266.1	1437	2654	0	100	CP011266.785177.786613	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobrevibacter;Methanobrevibacter millerae	0	19	38	0
RS_GCF_009914355.1	0	99.74	0.04	Specific	100	0	188	p__Euryarchaeota (UID3)	125	0	1539243	89.25724643984177	1	837874	48.58643248891564	1724502	RS_GCF_025397995.1	f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermobacteraceae;g__Methanothermobacter;s__Methanothermobacter wolfei	not type material	none	f	1	1	1724502	1724502	1724502	2	3026	NZ_CP044013.1	none	0	none	none	3026	5572	0	99.901	LT608329.384775.387808	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanothermobacteriaceae;Methanothermobacter;Methanothermobacter wolfei	1724502	1724502	f	f	t	1724502	1724502	Complete Genome	ASM991435v1	na	PRJNA224116	SAMN12650760	none	none	South Korea: Seoul	2020-01-22	GCA_009914355.1	none	full	na	Anaerobic digestion reactor	none	1	0	Methanothermobacter sp. THM-1	none	na	9	1	1	1724502	1724502	1724502	2020/01/22	0	2606911	2	THM-1	Hanyang University	2606911	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;x__unclassified Methanothermobacter;s__Methanothermobacter sp. THM-1	0	1724502	11	39	na	1724502	0	na	1855	1	1724502	2	none	none	none	none	none	none	1482	NZ_CP044013.1	1478	2730	0	100	LT608329.382947.384424	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanothermobacteriaceae;Methanothermobacter;Methanothermobacter wolfei	0	19	39	0
